DATE,open,high,low,close,volume
1993-01-29 16:00:00,26.09157669978706,26.09157669978706,25.961797383495167,26.07306222942443,1003200.0
1993-02-01 16:00:00,26.09157669978706,26.25850363930654,26.09157669978706,26.25850363930654,480500.0
1993-02-02 16:00:00,26.239929827692745,26.332680203259383,26.184327075353696,26.314106391645588,201300.0
1993-02-03 16:00:00,26.35119467362201,26.610812647456964,26.332680203259383,26.592298177094335,529400.0
1993-02-04 16:00:00,26.684989211409807,26.75916577536265,26.38828295559843,26.703563023023598,531500.0
1993-02-05 16:00:00,26.684989211409807,26.74065130500002,26.53663608350412,26.684989211409807,492100.0
1993-02-08 16:00:00,26.684989211409807,26.77773958697644,26.647900929433384,26.684989211409807,596100.0
1993-02-09 16:00:00,26.592298177094335,26.592298177094335,26.443945049188645,26.499547801527697,122100.0
1993-02-10 16:00:00,26.499547801527697,26.555209895117912,26.425371237574854,26.53663608350412,379600.0
1993-02-11 16:00:00,26.57372436548054,26.77773958697644,26.57372436548054,26.66647474104718,19500.0
1993-02-12 16:00:00,26.629386459070755,26.629386459070755,26.462459519551278,26.462459519551278,42500.0
1993-02-16 16:00:00,26.38828295559843,26.38828295559843,25.757782161999263,25.794870443975686,374800.0
1993-02-17 16:00:00,25.794870443975686,25.83195872595211,25.68360559804642,25.776355973613057,210900.0
1993-02-18 16:00:00,26.07306222942443,26.07306222942443,25.405473153848842,25.757782161999263,378100.0
1993-02-19 16:00:00,25.757782161999263,25.8505325375659,25.720693880022843,25.8505325375659,34900.0
1993-02-22 16:00:00,25.924709101518744,25.980311853857796,25.8505325375659,25.943223571881372,513600.0
1993-02-23 16:00:00,26.017400135834215,26.03597394744801,25.794870443975686,25.924709101518744,373700.0
1993-02-24 16:00:00,25.943223571881372,26.25850363930654,25.943223571881372,26.25850363930654,26300.0
1993-02-25 16:00:00,26.239929827692745,26.332680203259383,26.184327075353696,26.314106391645588,44500.0
1993-02-26 16:00:00,26.369768485235802,26.369768485235802,26.221415357330116,26.35119467362201,66200.0
1993-03-01 16:00:00,26.443945049188645,26.443945049188645,26.239929827692745,26.277018109669168,66500.0
1993-03-02 16:00:00,26.29559192128296,26.66647474104718,26.25850363930654,26.66647474104718,182400.0
1993-03-03 16:00:00,26.703563023023598,26.79625405733907,26.66647474104718,26.77773958697644,280100.0
1993-03-04 16:00:00,26.814827868952865,26.814827868952865,26.629386459070755,26.629386459070755,89500.0
1993-03-05 16:00:00,26.66647474104718,26.77773958697644,26.53663608350412,26.555209895117912,40000.0
1993-03-08 16:00:00,26.610812647456964,27.14862240674066,26.610812647456964,27.14862240674066,50800.0
1993-03-09 16:00:00,27.092960313150446,27.111534124764237,27.00026927883497,27.055872031174022,169300.0
1993-03-10 16:00:00,27.055872031174022,27.111534124764237,26.944607185244756,27.111534124764237,194400.0
1993-03-11 16:00:00,27.130048595126866,27.20422515907971,27.00026927883497,27.037357560811394,70900.0
1993-03-12 16:00:00,26.814827868952865,26.833342339315493,26.592298177094335,26.75916577536265,643600.0
1993-03-15 16:00:00,26.74065130500002,26.889004432905708,26.74065130500002,26.889004432905708,310800.0
1993-03-16 16:00:00,26.889004432905708,26.96318099685855,26.889004432905708,26.889004432905708,30800.0
1993-03-17 16:00:00,26.851916150929284,26.851916150929284,26.684989211409807,26.722077493386227,21800.0
1993-03-18 16:00:00,26.833342339315493,27.00026927883497,26.833342339315493,26.889004432905708,59300.0
1993-03-19 16:00:00,26.997643175578364,26.997643175578364,26.848587700151594,26.848587700151594,66900.0
1993-03-22 16:00:00,26.58774061815475,26.75545783910495,26.56913849482149,26.699532224724827,183400.0
1993-03-23 16:00:00,26.77405996243821,26.792721707961643,26.718193970248258,26.75545783910495,55200.0
1993-03-24 16:00:00,26.718193970248258,26.867249445675025,26.58774061815475,26.75545783910495,37200.0
1993-03-25 16:00:00,26.77405996243821,26.979041052245105,26.736796093581518,26.92311543786498,110100.0
1993-03-26 16:00:00,26.90451331453172,26.92311543786498,26.75545783910495,26.77405996243821,101500.0
1993-03-29 16:00:00,26.792721707961643,27.016304921101796,26.792721707961643,26.885851569008288,87100.0
1993-03-30 16:00:00,26.92311543786498,26.96037930672167,26.885851569008288,26.96037930672167,56000.0
1993-03-31 16:00:00,27.034907044435055,27.10943478214844,26.94177718338841,26.94177718338841,111600.0
1993-04-01 16:00:00,26.979041052245105,26.979041052245105,26.792721707961643,26.848587700151594,129500.0
1993-04-02 16:00:00,26.62500448701144,26.62500448701144,26.289629667301213,26.289629667301213,59400.0
1993-04-05 16:00:00,26.494610757108106,26.494610757108106,26.345555281681335,26.42008301939472,172200.0
1993-04-06 16:00:00,26.475949011584675,26.475949011584675,26.271027543967953,26.345555281681335,129700.0
1993-04-07 16:00:00,26.38281915053803,26.43868514272798,26.326893536157904,26.43868514272798,28000.0
1993-04-08 16:00:00,26.550476749298056,26.550476749298056,26.289629667301213,26.40142127387129,180800.0
1993-04-12 16:00:00,26.662268355868132,26.792721707961643,26.62500448701144,26.77405996243821,348500.0
1993-04-13 16:00:00,26.75545783910495,26.92311543786498,26.736796093581518,26.829985576818334,146100.0
1993-04-14 16:00:00,26.848587700151594,26.867249445675025,26.77405996243821,26.792721707961643,119600.0
1993-04-15 16:00:00,26.77405996243821,26.848587700151594,26.680930101391567,26.792721707961643,148600.0
1993-04-16 16:00:00,26.811323831294903,26.848587700151594,26.75545783910495,26.792721707961643,47900.0
1993-04-19 16:00:00,26.792721707961643,26.867249445675025,26.662268355868132,26.680930101391567,157000.0
1993-04-20 16:00:00,26.643666232534873,26.680930101391567,26.38281915053803,26.550476749298056,279500.0
1993-04-21 16:00:00,26.606402363678182,26.606402363678182,26.457346888251415,26.531874625964797,67900.0
1993-04-22 16:00:00,26.42008301939472,26.643666232534873,26.196499806254568,26.196499806254568,97700.0
1993-04-23 16:00:00,26.140574191874443,26.215101929587828,26.0474443308278,26.084708199684492,106000.0
1993-04-26 16:00:00,26.10331032301775,26.196499806254568,25.805199372164214,25.8797271098776,62600.0
1993-04-27 16:00:00,25.84246324102091,26.159235937397877,25.84246324102091,26.159235937397877,156800.0
1993-04-28 16:00:00,26.121972068541183,26.177838060731137,26.06604645416106,26.10331032301775,85900.0
1993-04-29 16:00:00,26.159235937397877,26.215101929587828,26.010180461971107,26.215101929587828,85000.0
1993-04-30 16:00:00,26.308291412824644,26.40142127387129,26.25236579844452,26.25236579844452,88500.0
1993-05-03 16:00:00,26.289629667301213,26.42008301939472,26.177838060731137,26.42008301939472,80500.0
1993-05-04 16:00:00,26.475949011584675,26.606402363678182,26.43868514272798,26.513212880441365,149100.0
1993-05-05 16:00:00,26.513212880441365,26.680930101391567,26.513212880441365,26.58774061815475,109000.0
1993-05-06 16:00:00,26.550476749298056,26.56913849482149,26.475949011584675,26.494610757108106,54700.0
1993-05-07 16:00:00,26.513212880441365,26.513212880441365,26.40142127387129,26.43868514272798,68000.0
1993-05-10 16:00:00,26.475949011584675,26.643666232534873,26.475949011584675,26.494610757108106,113900.0
1993-05-11 16:00:00,26.494610757108106,26.606402363678182,26.42008301939472,26.606402363678182,42600.0
1993-05-12 16:00:00,26.494610757108106,26.58774061815475,26.494610757108106,26.56913849482149,31000.0
1993-05-13 16:00:00,26.457346888251415,26.457346888251415,26.23376367511126,26.25236579844452,129100.0
1993-05-14 16:00:00,26.25236579844452,26.326893536157904,26.215101929587828,26.23376367511126,63500.0
1993-05-17 16:00:00,26.308291412824644,26.326893536157904,26.196499806254568,26.326893536157904,34000.0
1993-05-18 16:00:00,26.345555281681335,26.3641574050146,26.215101929587828,26.308291412824644,105200.0
1993-05-19 16:00:00,26.308291412824644,26.848587700151594,26.140574191874443,26.848587700151594,50200.0
1993-05-20 16:00:00,26.848587700151594,26.92311543786498,26.792721707961643,26.92311543786498,98200.0
1993-05-21 16:00:00,26.94177718338841,26.979041052245105,26.662268355868132,26.680930101391567,221400.0
1993-05-24 16:00:00,26.736796093581518,26.885851569008288,26.736796093581518,26.792721707961643,30500.0
1993-05-25 16:00:00,26.90451331453172,26.90451331453172,26.848587700151594,26.848587700151594,191800.0
1993-05-26 16:00:00,26.92311543786498,27.202624265385257,26.90451331453172,27.183962519861822,102400.0
1993-05-27 16:00:00,27.221226388718517,27.221226388718517,27.053568789958486,27.09083265881518,53800.0
1993-05-28 16:00:00,27.072170913291746,27.072170913291746,26.829985576818334,26.96037930672167,79100.0
1993-06-01 16:00:00,27.053568789958486,27.314415871955333,27.016304921101796,27.221226388718517,28300.0
1993-06-02 16:00:00,27.14669865100513,27.27715200309864,27.034907044435055,27.183962519861822,20300.0
1993-06-03 16:00:00,27.12809652767187,27.12809652767187,27.034907044435055,27.09083265881518,21600.0
1993-06-04 16:00:00,27.016304921101796,27.016304921101796,26.885851569008288,26.997643175578364,32000.0
1993-06-07 16:00:00,27.053568789958486,27.053568789958486,26.90451331453172,26.90451331453172,121400.0
1993-06-08 16:00:00,26.829985576818334,26.829985576818334,26.662268355868132,26.662268355868132,104500.0
1993-06-09 16:00:00,26.75545783910495,26.867249445675025,26.718193970248258,26.75545783910495,43300.0
1993-06-10 16:00:00,26.736796093581518,26.792721707961643,26.680930101391567,26.77405996243821,17900.0
1993-06-11 16:00:00,26.867249445675025,26.92311543786498,26.77405996243821,26.885851569008288,647400.0
1993-06-14 16:00:00,26.92311543786498,26.94177718338841,26.848587700151594,26.848587700151594,64200.0
1993-06-15 16:00:00,26.885851569008288,26.90451331453172,26.792721707961643,26.792721707961643,142400.0
1993-06-16 16:00:00,26.792721707961643,26.848587700151594,26.718193970248258,26.848587700151594,330900.0
1993-06-17 16:00:00,26.904513314531716,26.941777183388407,26.84858770015159,26.941777183388407,37400.0
1993-06-18 16:00:00,26.92787105748445,26.92787105748445,26.721485115145672,26.721485115145672,58500.0
1993-06-21 16:00:00,26.79654546659271,26.79654546659271,26.740220178866853,26.77775035459037,29300.0
1993-06-22 16:00:00,26.815280530313892,26.815280530313892,26.759015290869193,26.79654546659271,137500.0
1993-06-23 16:00:00,26.79654546659271,26.79654546659271,26.552569300249257,26.552569300249257,227600.0
1993-06-24 16:00:00,26.627629651696296,26.909135993763268,26.627629651696296,26.909135993763268,243700.0
1993-06-25 16:00:00,26.890340881760928,26.965401233207967,26.87160581803975,26.890340881760928,44800.0
